id,name,cal,fat,carbo,protein,cal2,protein2,fat2,basket
1143,촉촉한 크랜베리쿠키,335kcal,15.00g,30.00g,3.00g,335 ,3,15,
1144,달콤 통돈까스 삼각김밥,194kcal,6.00g,30.00g,5.00g,194 ,5,6,
1145,단호한햄샌드위치,309kcal,13.00g,38.00g,10.00g,309 ,10,13,
1146,고구마라떼,135kcal,4.60g,23.00g,1.00g,135 ,1,4,
1147,서울시스터즈 김치큐브닭,129kcal,2.20g,3.20g,24.50g,129 ,24,2,
1148,스키피 대만식 땅콩잼 샌드위치,423kcal,23.00g,41.00g,13.00g,423 ,13,23,
1149,불향가득 매콤불고기,268kcal,4.40g,47.00g,10.00g,268 ,10,4,
1150,불향가득 간장&매콤 직화불고기,338kcal,6.00g,60.00g,11.00g,338 ,11,6,
1151,구운마늘바게트,736kcal,32.00g,95.00g,17.00g,736 ,17,32,
1152,자이언트 마늘떡볶이,670kcal,2.40g,150.00g,13.00g,670 ,13,2,
1153,명란크랩 유부초밥,484kcal,20.00g,63.00g,13.00g,484 ,13,20,
1154,참치마요햄말이,274kcal,10.00g,38.50g,7.60g,274 ,7,10,
1155,구어메이 계란과자,150kcal,6.00g,22.00g,2.00g,150 ,2,6,
1156,보성녹돈 등심돈까스버거,451kcal,19.00g,52.00g,18.00g,451 ,18,19,
1157,백종원 불오리 유부초밥,483kcal,19.00g,56.00g,22.00g,483 ,22,19,
1158,치킨두부마요 삼각김밥,285kcal,9.00g,41.00g,10.00g,285 ,10,9,
1159,백종원 크림파스타 핫도그,544kcal,28.00g,53.00g,20.00g,544 ,20,28,
1160,치즈계란,382kcal,10.00g,59.00g,14.00g,382 ,14,10,
1161,듀록 스테이크 샌드,411kcal,15.00g,50.00g,19.00g,411 ,19,15,
1162,자이언트 치즈핫도그,410kcal,19.00g,49.00g,11.00g,410 ,11,19,
1163,토핑2배 김치제육,182kcal,2.40g,35.00g,5.00g,182 ,5,2,
1164,통밀 햄&계란,347kcal,15.00g,38.00g,15.00g,347 ,15,15,
1165,코코넛 초코링,265kcal,16.00g,29.00g,2.00g,265 ,2,16,
1166,토핑2배 전주비빔,176kcal,2.20g,35.00g,4.00g,176 ,4,2,
1167,장조림김 밥,255kcal,2.40g,49.00g,9.20g,255 ,9,2,
1168,떡갈비 빅밥바,384kcal,16.00g,46.00g,14.00g,384 ,14,16,
1169,꿀맛감자,94kcal,0.00g,21.20g,2.30g,94 ,2,0,
1170,쿠시마사 데미그라스함박,193kcal,5.00g,30.00g,7.00g,193 ,7,5,
1171,든든하지롱 숯불김밥,508kcal,12.00g,80.00g,20.00g,508 ,20,12,
1172,돼지불고기 삼각김밥,158kcal,2.00g,29.00g,6.00g,158 ,6,2,
1173,두껍다 떡갈비 김밥,418kcal,14.00g,56.00g,17.00g,418 ,17,14,
1174,간장닭볶음 삼각김밥,188kcal,3.50g,34.00g,5.00g,188 ,5,3,
1175,훈제오리 제육볶음,763kcal,23.00g,100.00g,39.00g,763 ,39,23,
1176,리챔 김치볶음밥바,270kcal,10.00g,37.00g,8.00g,270 ,8,10,
1177,가쓰오 올린 계란말이,120kcal,7.00g,8.00g,8.00g,120 ,8,7,
1178,요일도시락 깐풍치킨,726kcal,26.00g,98.00g,25.00g,726 ,25,26,
1179,통통새우 샌드위치,449kcal,25.00g,47.00g,9.00g,449 ,9,25,
1180,햄구이김치볶음밥,195kcal,7.00g,29.00g,5.00g,195 ,5,7,
1181,유산슬 비빔면,355kcal,3.40g,69.00g,12.00g,355 ,12,3,
1182,프로틴 칩,245kcal,11.00g,26.00g,11.00g,245 ,11,11,
1183,통 고기산적,209kcal,4.50g,36.00g,6.00g,209 ,6,4,
1184,의성마늘떡갈비정식,686kcal,22.00g,94.00g,28.00g,686 ,28,22,
1185,롱롱 불고기버거,454kcal,14.00g,64.00g,18.00g,454 ,18,14,
1186,넵! 고로케 하겠습니다!,477kcal,22.00g,51.00g,19.00g,477 ,19,22,
1187,쫀득 멜론 롤케익,157kcal,9.00g,17.00g,2.00g,157 ,2,9,
1188,크랜베리 치킨샌드,397kcal,13.00g,54.00g,16.00g,397 ,16,13,
1189,단백질 닭가슴살 샌드위치,386kcal,14.00g,51.00g,14.00g,386 ,14,14,
1190,모짜렐라 콘치즈 버거,442kcal,22.00g,45.00g,16.00g,442 ,16,22,
1191,참치김치김밥,310kcal,6.00g,53.00g,10.00g,310 ,10,6,
1192,쫀득롤케익 복숭아,480kcal,26.00g,56.00g,6.00g,480 ,6,26,
1193,자이언트닭가슴살오리지널,110kcal,1.00g,1.00g,24.00g,110 ,24,1,
1194,로제마라누들떡볶이,550kcal,6.00g,112.00g,12.00g,550 ,12,6,
1195,트리플불고기,590kcal,26.00g,66.00g,23.00g,590 ,23,26,
1196,미니식빵,251kcal,6.00g,43.00g,6.00g,251 ,6,6,
1197,매콤담백참치김치볶음밥,180kcal,3.60g,31.00g,6.00g,180 ,6,3,
1198,레몬녹차,145kcal,0.00g,36.00g,0.00g,145 ,0,0,
1199,스파이시마요 치킨샐러드,190kcal,9.00g,16.00g,10.00g,190 ,10,9,
1200,대만식 구운 새우 샤오롱바오,400kcal,17.00g,46.00g,16.00g,400 ,16,17,
1201,콘샐러드 샌드위치,432kcal,16.00g,62.00g,10.00g,432 ,10,16,
1202,추억의 햄버거,639kcal,39.00g,51.00g,21.00g,639 ,21,39,
1203,영양삼각 멸치 우엉 땡초,219kcal,7.00g,33.00g,6.00g,219 ,6,7,
1204,국민집밥 소불고기 삼각김밥,197kcal,3.70g,34.00g,7.00g,197 ,7,3,
1205,명란크랩유부초밥,484kcal,20.00g,63.00g,13.00g,484 ,13,20,
1206,마성의 돈까스,1076kcal,44.00g,136.00g,34.00g,1076 ,34,44,
1207,몬스터후랑크,260kcal,19.00g,6.00g,16.00g,260 ,16,19,
1208,쫀득한마카롱 썸머프룻,423kcal,19.00g,59.00g,5.00g,423 ,5,19,
1209,치즈김치볶음주먹밥,255kcal,7.00g,43.00g,5.00g,255 ,5,7,
1210,오트 크랜베리쿠키,170kcal,7.00g,25.00g,2.00g,170 ,2,7,
1211,광양식 불고기 삼각김밥,181kcal,2.30g,35.00g,5.00g,181 ,5,2,
1212,슈러스크,138kcal,8.00g,15.00g,1.00g,138 ,1,8,
1213,부드럽고 연한 닭가슴살,120kcal,0.90g,2.00g,26.00g,120 ,26,0,
1214,경양식돈까스와 미트볼펜네,849kcal,41.00g,91.00g,29.00g,849 ,29,41,
1215,복닭면,370kcal,3.80g,68.00g,16.00g,370 ,16,3,
1216,B.L.T 비엘티 샌드위치,230kcal,10.00g,25.00g,10.00g,230 ,10,10,
1217,눈꽃치즈닭갈비,887kcal,39.00g,83.00g,51.00g,887 ,51,39,
1218,매콤불고기삼각김밥,148kcal,1.30g,31.00g,3.00g,148 ,3,1,
1219,BLT 샌드위치 (130g),230kcal,10.00g,25.00g,10.00g,230 ,10,10,
1220,꽃맛살샐러드 샌드위치,348kcal,16.00g,41.00g,10.00g,348 ,10,16,
1221,신기한 물젤리,55kcal,0.00g,11.00g,0.00g,55 ,0,0,
1222,고창복분자 너비아니 김밥,350kcal,6.00g,60.00g,14.00g,350 ,14,6,
1223,쫀득한 마카롱 녹차,314kcal,14.00g,43.00g,4.00g,314 ,4,14,
1224,리챔 샌드위치,449kcal,17.00g,60.00g,14.00g,449 ,14,17,
1225,의성마늘떡갈비 김밥,343kcal,7.00g,58.00g,12.00g,343 ,12,7,
1226,리챔 치킨도시락,748kcal,24.00g,108.00g,25.00g,748 ,25,24,
1227,참치마요 데리덮밥,706kcal,30.00g,88.00g,21.00g,706 ,21,30,
1228,창녕양파불고기버거,482kcal,26.00g,47.00g,15.00g,482 ,15,26,
1229,통새우치즈버거,410kcal,22.00g,44.00g,9.00g,410 ,9,22,
1230,제주 흑돼지 불고기 삼각김밥,215kcal,4.30g,38.00g,6.00g,215 ,6,4,
1231,백종원 맛있닭가슴살 정식,798kcal,22.00g,121.00g,29.00g,798 ,29,22,
1232,짬뽕불고기 도시락,686kcal,18.00g,110.00g,21.00g,686 ,21,18,
1233,유자민트티,125kcal,0.00g,31.00g,0.00g,125 ,0,0,
1234,쿠키 티라미수,610kcal,36.00g,64.00g,8.00g,610 ,8,36,
1235,아인슈페너 티라미수,231kcal,11.00g,29.00g,4.00g,231 ,4,11,
1236,빅모나카,222kcal,8.00g,34.00g,3.00g,222 ,3,8,
1237,감자빵,267kcal,7.00g,45.00g,6.00g,267 ,6,7,
1238,묵은지 햄마요 김밥,347kcal,11.00g,53.00g,9.00g,347 ,9,11,
1239,뉴햄에그 샌드위치,340kcal,16.00g,38.00g,20.00g,340 ,20,16,
1240,빅바베큐치즈버거,382kcal,14.00g,49.00g,15.00g,382 ,15,14,
1241,통햄구이참치마요 삼각김밥,218kcal,5.90g,36.00g,5.00g,218 ,5,5,
1242,집밥은 씨유 육개장,27kcal,0.80g,4.00g,1.00g,27 ,1,0,
1243,돈먹고 돈워리 돈까스 샌드위치,399kcal,19.00g,38.00g,19.00g,399 ,19,19,
1244,헤이루 우유,65kcal,3.60g,5.00g,3.00g,65 ,3,3,
1245,뉴게맛살&햄치즈샌드위치,377kcal,18.00g,42.00g,12.60g,377 ,12,18,
1246,크랜베리 단호박 샐러드,400kcal,23.00g,45.00g,3.00g,400 ,3,23,
1247,햄에그 디럭스 샌드위치,505kcal,29.00g,44.00g,17.00g,505 ,17,29,
1248,불고기 듬뿍 버거,487kcal,23.00g,47.00g,23.00g,487 ,23,23,
1249,홍콩식 삼겹볶음 삼각,211kcal,7.00g,31.00g,6.00g,211 ,6,7,
1250,치킨 단호박 샌드위치,302kcal,14.00g,34.00g,10.00g,302 ,10,14,
1251,메이플라떼,165kcal,5.80g,23.00g,5.00g,165 ,5,5,
1252,펭러뷰 쇼콜라케익,500kcal,24.00g,61.00g,10.00g,500 ,10,24,
1253,매콤 순살 치킨버거,411kcal,23.00g,36.00g,15.00g,411 ,15,23,
1254,점보치즈불고기버거,660kcal,40.00g,54.00g,21.00g,660 ,21,40,
1255,뿌려먹는 자연치즈 모짜렐라,59kcal,4.30g,0.00g,5.00g,59 ,5,4,
1256,딸기콘,145kcal,6.00g,21.00g,2.00g,145 ,2,6,
1257,하이프로틴 초코,150kcal,3.30g,14.00g,15.00g,150 ,15,3,
1258,매콤알싸 청양참치마요,171kcal,4.80g,27.00g,5.00g,171 ,5,4,
1259,춘천식닭갈비&서울식소불고기,333kcal,4.50g,63.00g,10.00g,333 ,10,4,
1260,백종원불오리삼각김밥,207kcal,7.00g,31.00g,5.00g,207 ,5,7,
1261,코코아아몬드,120kcal,9.00g,7.00g,3.00g,120 ,3,9,
1262,Big 드링킹 요구르트 애플망고,74kcal,2.00g,12.00g,2.00g,74 ,2,2,
1263,치킨시저샐러드,220kcal,17.00g,5.00g,12.00g,220 ,12,17,
1264,판타스틱치킨버거,475kcal,23.00g,48.00g,19.00g,475 ,19,23,
1265,햄에그치즈,429kcal,21.00g,43.00g,17.00g,429 ,17,21,
1266,칠리크랩핫도그,310kcal,10.00g,45.00g,10.00g,310 ,10,10,
1267,채식장조림 삼각김밥,196kcal,4.00g,34.00g,6.00g,196 ,6,4,
1268,수원식 왕갈비 치킨,380kcal,16.00g,32.00g,27.00g,380 ,27,16,
1269,트러플피자,460kcal,12.00g,63.00g,24.00g,460 ,24,12,
1270,육즙만두봉,190kcal,15.00g,4.00g,10.00g,190 ,10,15,
1271,햄페스츄리,225kcal,13.00g,22.00g,5.00g,225 ,5,13,
1272,깍두기볶음밥 삼각김밥,249kcal,3.70g,48.00g,6.00g,249 ,6,3,
1273,복분자 너비아니 반상,806kcal,26.00g,102.00g,41.00g,806 ,41,26,
1274,우무 커스터드 아이스크림,197kcal,12.00g,20.00g,2.00g,197 ,2,12,
1275,마요크랩명란유부밥바,414kcal,10.00g,71.00g,10.00g,414 ,10,10,
1276,삼육두유 모나카,174kcal,6.00g,28.00g,2.00g,174 ,2,6,
1277,비엘티샌드위치,230kcal,10.00g,25.00g,10.00g,230 ,10,10,
1278,스팸 참치마요 밥바,331kcal,15.00g,40.00g,9.00g,331 ,9,15,
1279,소프트계란과자,750kcal,35.00g,100.00g,9.00g,750 ,9,35,
1280,빅 요구르트,45kcal,0.00g,10.00g,1.20g,45 ,1,0,
1281,에그 코우슬로 샌드위치,226kcal,10.00g,29.00g,5.00g,226 ,5,10,
1282,양념숯불갈비맛 삼각김밥,175kcal,2.10g,35.00g,4.00g,175 ,4,2,
1283,자이언트닭가슴살블랙페퍼,100kcal,0.80g,3.00g,21.00g,100 ,21,0,
1284,모찌모찌롤 티라미수,245kcal,14.00g,25.00g,4.00g,245 ,4,14,
1285,추억의 그시절 경양식,626kcal,18.00g,94.00g,22.00g,626 ,22,18,
1286,불고기왕가득 김밥,293kcal,5.00g,53.00g,9.00g,293 ,9,5,
1287,김치크림볶음밥,534kcal,18.00g,85.00g,8.00g,534 ,8,18,
1288,트리플치즈버거,548kcal,36.00g,41.00g,15.00g,548 ,15,36,
1289,매콤 판타스틱 치킨버거,475kcal,23.00g,48.00g,19.00g,475 ,19,23,
1290,매실불고기정식,604kcal,16.00g,88.00g,27.00g,604 ,27,16,
1291,모두의급식 제육편,804kcal,28.00g,100.00g,38.00g,804 ,38,28,
1292,점보 빅도그,409kcal,21.00g,42.00g,13.00g,409 ,13,21,
1293,월넛쿠키,254kcal,14.00g,29.00g,3.00g,254 ,3,14,
1294,띵작 쫀득롤케익 멜론,485kcal,25.00g,58.00g,7.00g,485 ,7,25,
1295,한판모둠순대,181kcal,4.60g,26.00g,9.00g,181 ,9,4,
1296,통밀햄&참치,340kcal,16.00g,34.00g,15.00g,340 ,15,16,
1297,백종원 더블너비아니,391kcal,11.00g,55.00g,18.00g,391 ,18,11,
1298,촉촉한초코칩쿠키,226kcal,10.00g,32.00g,2.00g,226 ,2,10,
1299,한우불고기삼각,183kcal,3.40g,32.00g,6.00g,183 ,6,3,
1300,게맛살 참치 디럭스 샌드위치,399kcal,19.00g,44.00g,13.00g,399 ,13,19,
1301,구운 갈비&매운갈비 왕교자,461kcal,20.00g,52.00g,20.00g,461 ,20,20,
1302,중화식짜장볶음밥,430kcal,4.70g,88.00g,9.00g,430 ,9,4,
1303,더블 닭가슴살 샐러드,285kcal,8.20g,38.84g,14.34g,285 ,14,8,
1304,매콤고추장불고기,206kcal,3.80g,37.00g,6.00g,206 ,6,3,
1305,양념치킨한끼,676kcal,20.00g,99.00g,25.00g,676 ,25,20,
1306,뉴 소고기고추장 삼각김밥,187kcal,3.00g,30.00g,10.00g,187 ,10,3,
1307,초코크림가득 빅슈,435kcal,27.00g,39.00g,9.00g,435 ,9,27,
1308,백종원 베이컨크림 파스타,586kcal,18.00g,81.00g,25.00g,586 ,25,18,
1309,아카시아꿀물,120kcal,0.00g,30.00g,1.00g,120 ,1,0,
1310,데리야끼 치킨 주먹밥,268kcal,4.00g,51.00g,7.00g,268 ,7,4,
1311,ㄷㅇ?ㅇㅂㄱ,740kcal,38.00g,92.00g,8.00g,740 ,8,38,
1312,참치김볶,223kcal,7.00g,34.00g,6.00g,223 ,6,7,
1313,오트밀크,200kcal,7.00g,26.00g,8.50g,200 ,8,7,
1314,씨유우유,65kcal,4.00g,4.50g,3.00g,65 ,3,4,
1315,에그 포테이토,248kcal,12.00g,29.00g,6.00g,248 ,6,12,
1316,더블고기정식,870kcal,42.00g,88.00g,35.00g,870 ,35,42,
1317,닭갈비유부밥바,285kcal,5.00g,50.00g,10.00g,285 ,10,5,
1318,탑티어 통닭다리살버거,536kcal,28.00g,52.00g,19.00g,536 ,19,28,
1319,달고나 케익,300kcal,11.00g,46.00g,4.00g,300 ,4,11,
1320,달콤칠리 닭가슴살 & 병아리콩 잡곡밥,285kcal,4.30g,42.00g,19.00g,285 ,19,4,
1321,남도 떡갈비 김밥,421kcal,13.00g,62.00g,14.00g,421 ,14,13,
1322,햄프씨드 바질 샐러드,135kcal,3.30g,18.00g,9.00g,135 ,9,3,
1323,4.5 빅등심돈까스버거,664kcal,32.00g,72.00g,22.00g,664 ,22,32,
1324,작은별딸기스낵,395kcal,21.00g,47.00g,4.00g,395 ,4,21,
1325,브라운슈가 버블티맛 구미볼,212kcal,12.00g,24.00g,2.00g,212 ,2,12,
1326,채식주의 샐러드,230kcal,11.00g,23.00g,9.00g,230 ,9,11,
1327,짭짤담백 통리챔김볶,168kcal,1.80g,33.00g,5.00g,168 ,5,1,
1328,매실고추장불고기 삼각김밥,273kcal,4.50g,49.00g,9.00g,273 ,9,4,
1329,리얼플레인스콘,465kcal,23.00g,60.00g,5.00g,465 ,5,23,
1330,달닭 삼각김밥,170kcal,1.50g,34.00g,5.00g,170 ,5,1,
1331,데리야끼 꼬꼬닭 삼각김밥,179kcal,2.10g,36.00g,4.00g,179 ,4,2,
1332,듬뿍 참치마요,318kcal,10.00g,48.00g,9.00g,318 ,9,10,
1333,달콤간장닭꼬치,214kcal,10.00g,17.00g,14.00g,214 ,14,10,
1334,스팸김치덮밥,453kcal,13.00g,72.00g,12.00g,453 ,12,13,
1335,쿠키티라미수,610kcal,36.00g,64.00g,8.00g,610 ,8,36,
1336,달콤한 우유크림 빅슈,395kcal,31.00g,21.00g,8.00g,395 ,8,31,
1337,거꾸로 계란초밥,168kcal,2.70g,32.00g,4.00g,168 ,4,2,
1338,통새우 튀김 빅밥바,371kcal,11.00g,59.00g,9.00g,371 ,9,11,
1339,맵달바싹불고기,183kcal,3.00g,33.00g,6.00g,183 ,6,3,
1340,떡갈비 밥바,318kcal,10.00g,47.00g,10.00g,318 ,10,10,
1341,애플파이,415kcal,23.00g,46.00g,6.00g,415 ,6,23,
1342,베이컨 땡초 김밥,356kcal,8.00g,58.00g,13.00g,356 ,13,8,
1343,대파제육볶음,166kcal,1.50g,33.00g,5.00g,166 ,5,1,
1344,오리지널 마르게리따 피자,544kcal,16.00g,70.00g,30.00g,544 ,30,16,
1345,치킨치즈치치버거,439kcal,23.00g,41.00g,17.00g,439 ,17,23,
1346,우무 땅콩 아이스크림,246kcal,18.00g,27.00g,4.00g,246 ,4,18,
1347,더블 2XL 리챔참치마요,283kcal,7.00g,43.00g,12.00g,283 ,12,7,
1348,13곡 초코바,110kcal,6.00g,11.00g,2.00g,110 ,2,6,
1349,메론우유,130kcal,5.40g,16.00g,4.20g,130 ,4,5,
1350,미니프레첼&아몬드 체다치즈맛,250kcal,11.00g,28.00g,9.00g,250 ,9,11,
1351,콘칩 매콤달콤한맛,270kcal,16.00g,29.00g,2.70g,270 ,2,16,
1352,마포식양념불고기덮밥,584kcal,12.00g,90.00g,29.00g,584 ,29,12,
1353,육간장불고기 삼각김밥,180kcal,3.50g,31.00g,6.00g,180 ,6,3,
1354,트러플머쉬룸버거,337kcal,17.00g,33.00g,13.00g,337 ,13,17,
1355,안동식 찜닭김밥,332kcal,8.00g,52.00g,13.00g,332 ,13,8,
1356,바나나푸딩 바닐라크림,455kcal,32.00g,40.00g,3.00g,455 ,3,32,
1357,고창복분자 너비아니 삼각,201kcal,3.70g,35.00g,7.00g,201 ,7,3,
1358,모두의급식 소불고기,767kcal,27.00g,104.00g,27.00g,767 ,27,27,
1359,ㅇㅈ?ㅇㅇㅈ,570kcal,27.00g,75.00g,7.00g,570 ,7,27,
1360,대만식 구운 샤오롱바오,420kcal,25.00g,29.00g,19.00g,420 ,19,25,
1361,오색비빔 리조또,588kcal,20.00g,82.00g,20.00g,588 ,20,20,
1362,찍어먹는 참치김밥,453kcal,21.00g,49.00g,17.00g,453 ,17,21,
1363,바싹불고기 삼각김밥,240kcal,8.00g,35.00g,7.00g,240 ,7,8,
1364,로제돈까스김밥,386kcal,9.00g,66.00g,10.00g,386 ,10,9,
1365,김치듬뿍 삼각김밥,171kcal,2.50g,34.00g,3.00g,171 ,3,2,
1366,백종원의 한줄김밥,373kcal,9.00g,63.00g,10.00g,373 ,10,9,
1367,모두다돼지 도시락,864kcal,28.00g,114.00g,39.00g,864 ,39,28,
1368,그린티 초코바,189kcal,12.00g,19.00g,2.00g,189 ,2,12,
1369,점보4단샌드 햄치킨&칠리크랩,367kcal,11.00g,55.00g,12.00g,367 ,12,11,
1370,에그&스윗포테이토 두툼 샌드위치,491kcal,23.00g,58.00g,13.00g,491 ,13,23,
1371,눈꽃치즈찜닭 삼각김밥,173kcal,5.00g,27.00g,5.00g,173 ,5,5,
1372,리얼비프버거,666kcal,34.00g,66.00g,24.00g,666 ,24,34,
1373,햄 토마토 디럭스 샌드위치,435kcal,23.00g,46.00g,11.00g,435 ,11,23,
1374,매콤등심 돈까스버거,628kcal,32.00g,63.00g,22.00g,628 ,22,32,
1375,달콤한 인절미 아이스,286kcal,10.00g,45.00g,4.00g,286 ,4,10,
1376,초코소라빵,305kcal,20.00g,36.00g,5.00g,305 ,5,20,
1377,민트초코바,265kcal,13.00g,35.00g,2.00g,265 ,2,13,
1378,오늘은 치킨이닭 도시락,834kcal,26.00g,119.00g,31.00g,834 ,31,26,
1379,화이트초코링,220kcal,12.00g,25.00g,3.00g,220 ,3,12,
1380,블루베리 땅콩잼 샌드위치,423kcal,19.00g,52.00g,11.00g,423 ,11,19,
1381,NCT-REX HOT 돈까스 삼각김밥,222kcal,4.20g,40.00g,6.00g,222 ,6,4,
1382,빅페퍼마요 직화불고기버거,568kcal,32.00g,54.00g,16.00g,568 ,16,32,
1383,점보 4단샌드 햄치킨,386kcal,10.00g,51.00g,23.00g,386 ,23,10,
1384,햄치즈 브리또,350kcal,16.00g,37.00g,13.00g,350 ,13,16,
1385,짱구는 카레대왕,445kcal,3.20g,97.00g,7.00g,445 ,7,3,
1386,The 부드러운 베이컨에그 샌드위치,306kcal,14.00g,36.00g,9.00g,306 ,9,14,
1387,THE충김볶이슈레시피 삼각김밥,189kcal,2.80g,37.00g,4.00g,189 ,4,2,
1388,대파제육볶음 삼각김밥,166kcal,1.50g,33.00g,5.00g,166 ,5,1,
1389,햄치즈에그샌드,247kcal,11.00g,29.00g,8.00g,247 ,8,11,
1390,점보4단샌드 햄치킨,383kcal,11.00g,56.00g,15.00g,383 ,15,11,
1391,치킨볼 닭강정맛,330kcal,12.00g,53.00g,3.00g,330 ,3,12,
1392,매콤불고기 버거,287kcal,7.00g,40.00g,16.00g,287 ,16,7,
1393,고깃집 볶음밥 김밥,342kcal,10.00g,48.00g,15.00g,342 ,15,10,
1394,화이트초코케이크,655kcal,30.00g,87.00g,8.00g,655 ,8,30,
1395,야키토리묵 스페셜,760kcal,32.00g,82.00g,36.00g,760 ,36,32,
1396,2XL 닭갈비볶음밥,239kcal,4.80g,41.00g,8.00g,239 ,8,4,
1397,반반참치불고기,335kcal,7.00g,56.00g,12.00g,335 ,12,7,
1398,100PRO 클래식불고기버거,482kcal,22.00g,48.00g,23.00g,482 ,23,22,
1399,이금기 삼겹살구이정식,800kcal,40.00g,82.00g,28.00g,800 ,28,40,
1400,고소한 마늘바게트,540kcal,24.00g,69.00g,12.00g,540 ,12,24,
1401,어니언 불고기 주먹밥,354kcal,6.00g,65.00g,10.00g,354 ,10,6,
1402,스팸매콤덮밥,640kcal,24.00g,88.00g,18.00g,640 ,18,24,
1403,무지개 케이크,635kcal,28.00g,84.00g,10.00g,635 ,10,28,
1404,순살치킨 스테이크,205kcal,12.00g,2.00g,22.00g,205 ,22,12,
1405,롱롱 치킨버거,553kcal,21.00g,70.00g,21.00g,553 ,21,21,
1406,훈제삼겹살 삼각김밥,173kcal,3.70g,31.00g,4.00g,173 ,4,3,
1407,제주흑돼지두루치기김밥,316kcal,8.00g,48.00g,13.00g,316 ,13,8,
1408,모찌롤 플레인,158kcal,10.00g,15.00g,2.00g,158 ,2,10,
1409,타마고산도,396kcal,16.00g,39.00g,24.00g,396 ,24,16,
1410,주먹왕 매콤불고기&전주비빔밥,416kcal,8.00g,74.00g,12.00g,416 ,12,8,
1411,찐빵도 요리다(갈비),238kcal,6.00g,37.00g,9.00g,238 ,9,6,
1412,크랜베리 호밀 샌드위치,315kcal,16.00g,35.00g,8.00g,315 ,8,16,
1413,청포도 스파클링,125kcal,0.00g,31.00g,0.00g,125 ,0,0,
1414,토핑 3배 참치마요,278kcal,6.00g,48.00g,8.00g,278 ,8,6,
1415,The 부드러운 계란 샌드위치,394kcal,22.00g,36.00g,13.00g,394 ,13,22,
1416,계란참치마요김밥,402kcal,10.00g,60.00g,18.00g,402 ,18,10,
1417,왓더맵 떡볶이,709kcal,4.60g,157.00g,10.00g,709 ,10,4,
1418,반숙에그샌드,408kcal,20.00g,40.00g,17.00g,408 ,17,20,
1419,소불고기치즈김밥,373kcal,9.00g,58.00g,15.00g,373 ,15,9,
1420,궁극의 도시락 불백편,653kcal,25.00g,74.00g,33.00g,653 ,33,25,
1421,주먹왕 전주비빔,410kcal,10.00g,68.00g,12.00g,410 ,12,10,
1422,생크림 딸기 샌드,313kcal,13.00g,45.00g,4.00g,313 ,4,13,
1423,이탈리안 티라미수,333kcal,21.00g,32.00g,5.00g,333 ,5,21,
1424,사천식 불오리 도시락,780kcal,24.00g,110.00g,31.00g,780 ,31,24,
1425,애플파이,345kcal,14.00g,50.00g,4.00g,345 ,4,14,
1426,우유창고파르페,266kcal,10.00g,39.00g,5.00g,266 ,5,10,
1427,갈릭 페퍼 치킨 두툼 샌드위치,497kcal,29.00g,47.00g,12.00g,497 ,12,29,
1428,고구마무스케이크,570kcal,24.00g,82.00g,7.00g,570 ,7,24,
1429,꿀배에이드,115kcal,0.00g,28.00g,1.00g,115 ,1,0,
1430,로제 돈까스 김밥,386kcal,9.00g,66.00g,10.00g,386 ,10,9,
1431,스위트콘 핫도그,350kcal,15.00g,45.00g,9.00g,350 ,9,15,
1432,대게그라탕,470kcal,37.00g,23.00g,11.00g,470 ,11,37,
1433,빅불고기치즈버거,413kcal,17.00g,49.00g,16.00g,413 ,16,17,
1434,포두부,410kcal,17.40g,18.60g,44.60g,410 ,44,17,
1435,꼬꼬 간장 덮밥,415kcal,11.00g,64.00g,15.00g,415 ,15,11,
1436,오븐에 구운 호두파이,204kcal,12.00g,21.00g,3.00g,204 ,3,12,
1437,수 정찬,1068kcal,44.00g,119.00g,49.00g,1068 ,49,44,
1438,파르페 망고,282kcal,10.00g,46.00g,2.00g,282 ,2,10,
1439,트위스트,150kcal,7.00g,20.00g,2.00g,150 ,2,7,
1440,매콤 야끼소바 라면,430kcal,14.00g,67.00g,9.00g,430 ,9,14,
1441,통밀 치킨,360kcal,12.00g,40.00g,23.00g,360 ,23,12,
1442,고추참치마요덮밥,495kcal,11.00g,86.00g,13.00g,495 ,13,11,
1443,창녕마늘햄유부초밥,505kcal,17.00g,70.00g,18.00g,505 ,18,17,
1444,뉴소고기고추장삼각김밥,184kcal,1.50g,37.00g,6.00g,184 ,6,1,
1445,고기2배,200kcal,3.50g,34.00g,8.00g,200 ,8,3,
1446,통고기산적 삼각김밥,209kcal,4.50g,36.00g,6.00g,209 ,6,4,
1447,듬뿍참치마요,318kcal,10.00g,48.00g,9.00g,318 ,9,10,
1448,GET 로어슈거라떼,119kcal,6.50g,10.00g,5.00g,119 ,5,6,
1449,누가 비스킷 오리지널,65kcal,2.60g,9.00g,1.00g,65 ,1,2,
1450,자연농원 햄 페스츄리 샌드위치,309kcal,17.00g,32.00g,7.00g,309 ,7,17,
1451,6찬정식,680kcal,20.00g,97.00g,28.00g,680 ,28,20,
1452,함박삼각김밥,188kcal,3.60g,34.00g,5.00g,188 ,5,3,
1453,딸기초코파이,454kcal,28.00g,46.00g,5.00g,454 ,5,28,
1454,옛날미숫가루,200kcal,3.00g,39.00g,4.00g,200 ,4,3,
1455,하와이안 로코모코 버거,301kcal,9.00g,41.00g,14.00g,301 ,14,9,
1456,떠-블 떡갈비버거,487kcal,23.00g,48.00g,22.00g,487 ,22,23,
