id,name,cal,fat,carbo,protein,cal2,protein2,fat2,basket
896,닭가슴살마요 삼각김밥,171kcal,3.00g,32.00g,4.00g,171 ,171 ,171 ,
897,리얼너츠,118kcal,9.70g,6.20g,3.30g,118 ,118 ,118 ,
898,NEW 참치마요네즈 삼각김밥,200kcal,5.00g,35.00g,4.00g,200 ,200 ,200 ,
899,쫀득롤케익 메론,416kcal,24.00g,42.00g,8.00g,416 ,416 ,416 ,
900,딸기크림빵,302kcal,10.00g,47.00g,6.00g,302 ,302 ,302 ,
901,고기애 진심정식,603kcal,15.00g,93.00g,24.00g,603 ,603 ,603 ,
902,어른우유,196kcal,8.00g,26.00g,5.00g,196 ,196 ,196 ,
903,오늘은 햄에그롤,185kcal,10.00g,9.00g,15.00g,185 ,185 ,185 ,
904,생크림 초콜릿 쿠키슈,319kcal,21.00g,28.00g,4.00g,319 ,319 ,319 ,
905,매실 고추장 불고기 삼각김밥,273kcal,4.50g,49.00g,9.00g,273 ,273 ,273 ,
906,잇츠빅 소시지핫도그 핫케이준,469kcal,25.00g,48.00g,13.00g,469 ,469 ,469 ,
907,쫀득한 딸기 마카롱,335kcal,15.00g,46.00g,4.00g,335 ,335 ,335 ,
908,고깃집볶음밥,198kcal,6.00g,28.00g,8.00g,198 ,198 ,198 ,
909,한우불고기김밥,370kcal,14.00g,47.00g,14.00g,370 ,370 ,370 ,
910,플로리다 오렌지주스,155kcal,0.90g,34.00g,3.00g,155 ,155 ,155 ,
911,땡참마요 삼각김밥,296kcal,8.00g,50.00g,6.00g,296 ,296 ,296 ,
912,콰트로타워버거,534kcal,26.00g,57.00g,18.00g,534 ,534 ,534 ,
913,참치마요네즈삼각김밥,186kcal,4.70g,31.00g,5.00g,186 ,186 ,186 ,
914,오리&불고기 정식,747kcal,23.00g,96.00g,39.00g,747 ,747 ,747 ,
915,야땡 숯불 돼지바비큐,335kcal,13.00g,26.00g,28.00g,335 ,335 ,335 ,
916,흑당밀크티,155kcal,3.00g,31.00g,1.00g,155 ,155 ,155 ,
917,직화불고기 삼각김밥,184kcal,3.50g,32.00g,6.00g,184 ,184 ,184 ,
918,참치김치볶음밥,174kcal,3.80g,30.00g,5.00g,174 ,174 ,174 ,
919,새우샌드,255kcal,11.00g,29.00g,10.00g,255 ,255 ,255 ,
920,신촌 훼드라 라면,440kcal,13.00g,73.00g,8.00g,440 ,440 ,440 ,
921,밥말라 부대찌개라면,455kcal,17.00g,66.00g,10.00g,455 ,455 ,455 ,
922,햄에그머핀브런치세트,451kcal,15.00g,67.00g,12.00g,451 ,451 ,451 ,
923,파르페 딸기,265kcal,9.00g,44.00g,2.00g,265 ,265 ,265 ,
924,스파이시치킨 바게트버거,245kcal,5.00g,33.00g,17.00g,245 ,245 ,245 ,
925,쫀득한 마카롱 반반딸기,419kcal,19.00g,58.00g,5.00g,419 ,419 ,419 ,
926,반반 직화 불고기 정식,682kcal,18.00g,98.00g,32.00g,682 ,682 ,682 ,
927,탑티어 불족발덮밥,505kcal,9.00g,75.00g,31.00g,505 ,505 ,505 ,
928,쌀떡볶이,535kcal,29.00g,64.00g,5.00g,535 ,535 ,535 ,
929,콰트로 치즈나쵸,509kcal,25.00g,65.00g,6.00g,509 ,509 ,509 ,
930,백종원 고기만두 호빵,330kcal,12.00g,43.00g,13.00g,330 ,330 ,330 ,
931,아몬드 쿠키,409kcal,21.00g,50.00g,5.00g,409 ,409 ,409 ,
932,맘모스빵,415kcal,11.00g,71.00g,8.00g,415 ,415 ,415 ,
933,새우롤,441kcal,17.00g,64.00g,8.00g,441 ,441 ,441 ,
934,불고기버거,290kcal,14.00g,29.00g,10.00g,290 ,290 ,290 ,
935,속이꽉찬 햄샌드위치,305kcal,13.00g,38.00g,9.00g,305 ,305 ,305 ,
936,제육한끼,516kcal,12.00g,83.00g,19.00g,516 ,516 ,516 ,
937,스팸 2배 마요 김밥,421kcal,17.00g,58.00g,9.00g,421 ,421 ,421 ,
938,바싹불고기,741kcal,29.00g,93.00g,27.00g,741 ,741 ,741 ,
939,닭고기계란덮밥,563kcal,11.00g,94.00g,22.00g,563 ,563 ,563 ,
940,아베크까망베르 치즈쿠키,375kcal,21.00g,43.00g,4.00g,375 ,375 ,375 ,
941,스팸 김치볶음 밥바,362kcal,14.00g,51.00g,8.00g,362 ,362 ,362 ,
942,장조림 버터간장 삼각김밥,168kcal,1.30g,33.00g,6.00g,168 ,168 ,168 ,
943,BLT 샌드위치,293kcal,13.00g,33.00g,11.00g,293 ,293 ,293 ,
944,짭짤고소 햄참치마요,184kcal,3.50g,33.00g,5.00g,184 ,184 ,184 ,
945,백종원 돈까스 롱 김밥,592kcal,28.00g,73.00g,12.00g,592 ,592 ,592 ,
946,뻥이요 골드,510kcal,14.00g,91.00g,5.00g,510 ,510 ,510 ,
947,7찬매콤불고기 도시락,715kcal,23.00g,94.00g,33.00g,715 ,715 ,715 ,
948,허니크림치즈 상하이버거,552kcal,24.00g,64.00g,20.00g,552 ,552 ,552 ,
949,몽쉘케이크,374kcal,20.00g,40.00g,4.00g,374 ,374 ,374 ,
950,2xl 매콤불고기 삼각김밥,268kcal,4.40g,47.00g,10.00g,268 ,268 ,268 ,
951,영양삼각 소고기 표고버섯,194kcal,6.00g,30.00g,5.00g,194 ,194 ,194 ,
952,백종원 고기2배 정식,728kcal,20.00g,108.00g,29.00g,728 ,728 ,728 ,
953,버터러스크,462kcal,14.00g,75.00g,9.00g,462 ,462 ,462 ,
954,비프 치즈 버거,482kcal,26.00g,43.00g,19.00g,482 ,482 ,482 ,
955,치킨정식,849kcal,29.00g,115.00g,32.00g,849 ,849 ,849 ,
956,초코쿠키,95kcal,5.00g,13.00g,1.00g,95 ,95 ,95 ,
957,김수미 그때그맛 돼지갈비찜,180kcal,9.00g,10.00g,16.00g,180 ,180 ,180 ,
958,초코칩쿠키,795kcal,38.00g,103.00g,10.00g,795 ,795 ,795 ,
959,잇츠빅 소시지핫도그 콘치즈,486kcal,30.00g,35.00g,19.00g,486 ,486 ,486 ,
960,비빔참치 삼각김밥,184kcal,4.00g,33.00g,4.00g,184 ,184 ,184 ,
961,콘치즈 바게트버거,389kcal,25.00g,30.00g,11.00g,389 ,389 ,389 ,
962,집밥은 씨유 미역국,26kcal,0.00g,6.00g,0.40g,26 ,26 ,26 ,
963,자이언트 더블 불고기 버거,440kcal,20.00g,46.00g,19.00g,440 ,440 ,440 ,
964,계란참치마요 김밥,488kcal,20.00g,61.00g,16.00g,488 ,488 ,488 ,
965,NEW 케이준치킨 샌드위치,459kcal,15.00g,66.00g,15.00g,459 ,459 ,459 ,
966,오늘의 도시락 돈까스&소시지,837kcal,37.00g,106.00g,20.00g,837 ,837 ,837 ,
967,경규옹의 돼지국밥,408kcal,3.10g,81.00g,14.00g,408 ,408 ,408 ,
968,오리지널 감자칩,260kcal,18.00g,23.00g,2.00g,260 ,260 ,260 ,
969,딥초코 마들렌,131kcal,7.00g,15.00g,2.00g,131 ,131 ,131 ,
970,서울식 한촌설렁탕,416kcal,8.00g,68.00g,18.00g,416 ,416 ,416 ,
971,트리플 고기정식,692kcal,20.00g,97.00g,31.00g,692 ,692 ,692 ,
972,유부밥바,272kcal,7.00g,44.00g,8.00g,272 ,272 ,272 ,
973,원조김밥,314kcal,3.80g,61.00g,9.00g,314 ,314 ,314 ,
974,크림치즈바질샌드위치,362kcal,18.00g,39.00g,11.00g,362 ,362 ,362 ,
975,너비아니 반반,441kcal,13.00g,69.00g,12.00g,441 ,441 ,441 ,
976,자이언트 핫도그,360kcal,14.00g,45.00g,13.00g,360 ,360 ,360 ,
977,햄에그치즈샌드,387kcal,15.00g,48.00g,15.00g,387 ,387 ,387 ,
978,쫀득한마카롱반반초코,338kcal,15.00g,45.00g,7.00g,338 ,338 ,338 ,
979,삼겹살 김밥,393kcal,13.00g,55.00g,14.00g,393 ,393 ,393 ,
980,통리챔참치마요밥바,281kcal,9.00g,41.00g,9.00g,281 ,281 ,281 ,
981,딸기바나나우유,240kcal,8.00g,36.00g,7.00g,240 ,240 ,240 ,
982,불고기계란덮밥,587kcal,15.00g,93.00g,20.00g,587 ,587 ,587 ,
983,햄쌈도시락,786kcal,30.00g,107.00g,22.00g,786 ,786 ,786 ,
984,치즈닭갈비 삼각김밥,150kcal,1.60g,27.00g,7.00g,150 ,150 ,150 ,
985,카프레제 샌드위치,295kcal,11.00g,39.00g,10.00g,295 ,295 ,295 ,
986,아보카도 크림치즈롤,435kcal,15.00g,63.00g,12.00g,435 ,435 ,435 ,
987,포항시금치 계란 유부초밥,531kcal,19.00g,73.00g,17.00g,531 ,531 ,531 ,
988,햄토마토모닝머핀,294kcal,14.00g,31.00g,11.00g,294 ,294 ,294 ,
989,속편한 우엉유부 김밥,315kcal,3.90g,61.00g,9.00g,315 ,315 ,315 ,
990,크랩 참치 김밥,345kcal,13.00g,47.00g,10.00g,345 ,345 ,345 ,
991,마늘맛 콘스낵,792kcal,36.00g,109.00g,8.00g,792 ,792 ,792 ,
992,고추참치 삼각김밥,175kcal,1.70g,36.00g,4.00g,175 ,175 ,175 ,
993,3xl 소고기 전주비빔,277kcal,5.00g,52.00g,6.00g,277 ,277 ,277 ,
994,숯불고기김밥,340kcal,8.00g,53.00g,14.00g,340 ,340 ,340 ,
995,쑥떡쑥떡,130kcal,4.80g,20.00g,2.00g,130 ,130 ,130 ,
996,도토리 아이스모나카,181kcal,4.10g,33.00g,3.00g,181 ,181 ,181 ,
997,치즈에그 샌드위치,559kcal,31.00g,52.00g,18.00g,559 ,559 ,559 ,
998,식감두배 불고기전주,250kcal,6.00g,41.00g,8.00g,250 ,250 ,250 ,
999,리얼 플레인 스콘,465kcal,23.00g,60.00g,5.00g,465 ,465 ,465 ,
1000,우삼겹 삼각김밥,190kcal,6.00g,28.00g,6.00g,190 ,190 ,190 ,
1001,콘치즈핫도그,437kcal,25.00g,39.00g,14.00g,437 ,437 ,437 ,
1002,촉촉치즈수플레,318kcal,14.00g,40.00g,8.00g,318 ,318 ,318 ,
1003,매콤햄김치볶음밥 삼각김밥,189kcal,5.00g,32.00g,4.00g,189 ,189 ,189 ,
1004,고기고기치킨 도시락,797kcal,25.00g,104.00g,39.00g,797 ,797 ,797 ,
1005,미트소스 계란덮밥,596kcal,12.00g,104.00g,18.00g,596 ,596 ,596 ,
1006,참치김치폭탄주먹밥,330kcal,5.70g,64.00g,6.00g,330 ,330 ,330 ,
1007,참치마요밥바,388kcal,16.00g,47.00g,14.00g,388 ,388 ,388 ,
1008,새우까스버거,340kcal,17.00g,37.00g,10.00g,340 ,340 ,340 ,
1009,크랜베리 쿠키,239kcal,11.00g,33.00g,2.00g,239 ,239 ,239 ,
1010,목살큐브스테이크,647kcal,27.00g,72.00g,29.00g,647 ,647 ,647 ,
1011,달콤간장치킨덮밥,525kcal,8.00g,83.00g,30.00g,525 ,525 ,525 ,
1012,오리&불고기 정식 도시락,747kcal,23.00g,96.00g,39.00g,747 ,747 ,747 ,
1013,오늘의 도시락 간장불고기,730kcal,22.00g,98.00g,35.00g,730 ,730 ,730 ,
1014,햄&치즈 프렌치토스트,286kcal,10.00g,40.00g,9.00g,286 ,286 ,286 ,
1015,어둠의 초코쿠키,795kcal,38.00g,103.00g,10.00g,795 ,795 ,795 ,
1016,양념돈까스 삼각김밥,220kcal,5.00g,37.00g,6.00g,220 ,220 ,220 ,
1017,9첩 반상,691kcal,23.00g,94.00g,27.00g,691 ,691 ,691 ,
1018,파르페 초코,298kcal,14.50g,40.70g,3.30g,298 ,298 ,298 ,
1019,닭갈비삼각김밥,168kcal,1.40g,34.00g,4.70g,168 ,168 ,168 ,
1020,쫀득한 롤케익 제주녹차,425kcal,25.00g,41.00g,8.00g,425 ,425 ,425 ,
1021,시그니처 비프버거,400kcal,16.00g,39.00g,25.00g,400 ,400 ,400 ,
1022,NEW리치참치마요,218kcal,5.00g,36.00g,7.00g,218 ,218 ,218 ,
1023,12찬 한판도시락,741kcal,25.00g,97.00g,32.00g,741 ,741 ,741 ,
1024,매콤불고기,334kcal,6.00g,60.00g,10.00g,334 ,334 ,334 ,
1025,한입에 꼬치다,270kcal,19.00g,8.00g,17.00g,270 ,270 ,270 ,
1026,잠봉&살라미햄 샌드,425kcal,23.00g,38.00g,17.00g,425 ,425 ,425 ,
1027,초코링스,190kcal,11.00g,22.00g,2.00g,190 ,190 ,190 ,
1028,스팸간장덮밥,613kcal,21.00g,87.00g,19.00g,613 ,613 ,613 ,
1029,초코우유,280kcal,12.00g,33.00g,10.00g,280 ,280 ,280 ,
1030,빅 시그니처 비프버거,498kcal,22.00g,51.00g,24.00g,498 ,498 ,498 ,
1031,춘천식 닭갈비 삼각김밥,163kcal,2.10g,32.00g,4.00g,163 ,163 ,163 ,
1032,불고기전주비빔,244kcal,4.00g,44.00g,8.00g,244 ,244 ,244 ,
1033,귀여운 치즈한입슈,172kcal,12.00g,14.00g,2.00g,172 ,172 ,172 ,
1034,훈제오리 도시락,713kcal,25.00g,94.00g,28.00g,713 ,713 ,713 ,
1035,찐고구마 듬뿍 앙금빵,380kcal,7.00g,71.00g,7.00g,380 ,380 ,380 ,
1036,촉촉 계란 샌드위치,502kcal,34.00g,35.00g,14.00g,502 ,502 ,502 ,
1037,구운란(자연애찬),55kcal,4.30g,2.00g,7.00g,55 ,55 ,55 ,
1038,불닭삼김,175kcal,2.60g,33.00g,5.00g,175 ,175 ,175 ,
1039,훈제오리제육볶음,763kcal,23.00g,100.00g,39.00g,763 ,763 ,763 ,
1040,뭉게구름 다쿠아즈,266kcal,12.00g,36.00g,4.00g,266 ,266 ,266 ,
1041,제육쌈밥김밥,360kcal,10.00g,56.00g,13.00g,360 ,360 ,360 ,
1042,초코우유,60kcal,2.25g,8.00g,2.00g,60 ,60 ,60 ,
1043,에그타르트 오리지날,171kcal,7.00g,24.00g,3.00g,171 ,171 ,171 ,
1044,구운양파맛 케틀칩,320kcal,15.00g,42.00g,5.00g,320 ,320 ,320 ,
1045,딥치즈 핫도그,430kcal,24.00g,38.00g,15.00g,430 ,430 ,430 ,
1046,불고기삼각,193kcal,4.50g,33.00g,5.00g,193 ,193 ,193 ,
1047,통통 햄계란말이 김밥,424kcal,12.00g,63.00g,16.00g,424 ,424 ,424 ,
1048,스파이시 치킨 샐러드,155kcal,11.00g,8.00g,6.00g,155 ,155 ,155 ,
1049,단짠삼겹볶음 삼각김밥,292kcal,8.00g,46.00g,9.00g,292 ,292 ,292 ,
1050,오리지날 모찌롤 플레인,395kcal,25.00g,37.50g,5.00g,395 ,395 ,395 ,
1051,백종원의 매콤불고기,361kcal,9.00g,57.00g,13.00g,361 ,361 ,361 ,
1052,자이언트 매콤 까르보 떡볶이,660kcal,28.00g,95.00g,10.00g,660 ,660 ,660 ,
1053,한돈직화정식,732kcal,24.00g,89.00g,40.00g,732 ,732 ,732 ,
1054,스팸샌드위치,413kcal,25.00g,34.00g,13.00g,413 ,413 ,413 ,
1055,초코바나나우유,240kcal,7.00g,36.00g,7.00g,240 ,240 ,240 ,
1056,매콤갈릭 면볶이,350kcal,0.80g,80.00g,6.00g,350 ,350 ,350 ,
1057,자이언트 반반 닭강정,1701kcal,77.00g,179.00g,73.00g,1701 ,1701 ,1701 ,
1058,백종원 더블닭갈비정식,604kcal,16.00g,89.00g,26.00g,604 ,604 ,604 ,
1059,오늘의 도시락 탕수육&깐풍치킨,863kcal,31.00g,119.00g,27.00g,863 ,863 ,863 ,
1060,달닭삼각김밥,170kcal,1.50g,34.00g,5.00g,170 ,170 ,170 ,
1061,핫찰도그체다치즈,364kcal,6.00g,40.00g,18.00g,364 ,364 ,364 ,
1062,김자반 철판볶음밥,506kcal,14.00g,87.00g,8.00g,506 ,506 ,506 ,
1063,우유식빵,255kcal,5.60g,42.50g,8.90g,255 ,255 ,255 ,
1064,매콤제육 야채덮밥,648kcal,20.00g,95.00g,22.00g,648 ,648 ,648 ,
1065,춘천식 닭갈비 도시락,633kcal,17.00g,90.00g,30.00g,633 ,633 ,633 ,
1066,국민간식 길거리토스트,454kcal,14.00g,63.00g,19.00g,454 ,454 ,454 ,
1067,매콤한 닭갈비 주먹밥,273kcal,4.00g,53.00g,6.00g,273 ,273 ,273 ,
1068,에그 베네딕트 샌드위치,288kcal,12.00g,32.00g,13.00g,288 ,288 ,288 ,
1069,통밀치킨 샌드위치,360kcal,12.00g,40.00g,23.00g,360 ,360 ,360 ,
1070,오늘은치즈에그롤,170kcal,8.00g,10.00g,15.00g,170 ,170 ,170 ,
1071,너비아니 밥바,310kcal,10.00g,46.00g,9.00g,310 ,310 ,310 ,
1072,집밥은 씨유 된장국,15kcal,0.00g,3.00g,1.00g,15 ,15 ,15 ,
1073,쫀득한 마카롱 제주녹차,385kcal,17.00g,53.00g,5.00g,385 ,385 ,385 ,
1074,콘소메맛 케틀칩,300kcal,11.00g,46.00g,5.00g,300 ,300 ,300 ,
1075,버터장조림 주먹밥,301kcal,9.00g,45.00g,10.00g,301 ,301 ,301 ,
1076,고로케는 뜬뜬,244kcal,8.00g,35.00g,8.00g,244 ,244 ,244 ,
1077,카베르네 소비뇽,155kcal,0.00g,38.00g,1.00g,155 ,155 ,155 ,
1078,ㅇㄱㄹㅇㅂㅂㅂㄱ,555kcal,27.00g,71.00g,6.00g,555 ,555 ,555 ,
1079,베이컨참치마요,189kcal,5.00g,31.00g,5.00g,189 ,189 ,189 ,
1080,매콤제육쌈김밥,300kcal,8.00g,48.00g,9.00g,300 ,300 ,300 ,
1081,쌀밥득템,300kcal,0.60g,70.00g,6.00g,300 ,300 ,300 ,
1082,사라다빵,402kcal,26.20g,35.10g,6.50g,402 ,402 ,402 ,
1083,추억의 그시절 햄사라다빵,357kcal,17.00g,42.00g,9.00g,357 ,357 ,357 ,
1084,A1 트리플 스테이크버거,582kcal,34.00g,48.00g,21.00g,582 ,582 ,582 ,
1085,불판볶음밥,771kcal,31.00g,101.00g,22.00g,771 ,771 ,771 ,
1086,백종원 미트볼토마토 파스타,727kcal,23.00g,103.00g,27.00g,727 ,727 ,727 ,
1087,우삼겹전주비빔삼각김밥,306kcal,10.00g,47.00g,7.00g,306 ,306 ,306 ,
1088,아이스초코,75kcal,0.60g,16.00g,1.00g,75 ,75 ,75 ,
1089,새마을식당 열탄불고기 찐빵,228kcal,4.90g,38.00g,8.00g,228 ,228 ,228 ,
1090,칠리치킨샌드위치,311kcal,7.00g,49.00g,13.00g,311 ,311 ,311 ,
1091,맛있닭가슴살 정식,841kcal,25.00g,114.00g,40.00g,841 ,841 ,841 ,
1092,NEW 4단 점보 샌드위치,434kcal,22.00g,49.00g,10.00g,434 ,434 ,434 ,
1093,딸기마카롱,190kcal,7.00g,28.00g,3.00g,190 ,190 ,190 ,
1094,매콤한치킨마요버거,420kcal,26.00g,33.00g,13.00g,420 ,420 ,420 ,
1095,오리지널 치킨버거,511kcal,27.00g,60.00g,7.00g,511 ,511 ,511 ,
1096,국민집밥 소불고기 정식,655kcal,19.00g,95.00g,26.00g,655 ,655 ,655 ,
1097,찹쌀떡 페스츄리,315kcal,15.00g,40.00g,5.00g,315 ,315 ,315 ,
1098,매실 불고기 정식,604kcal,16.00g,88.00g,27.00g,604 ,604 ,604 ,
1099,통영굴매생이라면,420kcal,14.00g,66.00g,8.00g,420 ,420 ,420 ,
1100,떠먹는 리챔 김치 밥버거,313kcal,5.00g,56.00g,11.00g,313 ,313 ,313 ,
1101,스프링 리코타 미니샐러드,194kcal,10.00g,22.00g,4.00g,194 ,194 ,194 ,
1102,김치목살전골,557kcal,13.00g,94.00g,16.00g,557 ,557 ,557 ,
1103,빅 불고기버거,345kcal,15.00g,39.00g,13.00g,345 ,345 ,345 ,
1104,크래미아 마카로니 샐러드,415kcal,28.00g,34.00g,7.00g,415 ,415 ,415 ,
1105,초코우유,120kcal,4.50g,16.00g,4.00g,120 ,120 ,120 ,
1106,고깃집볶음밥 김밥,286kcal,6.00g,44.00g,14.00g,286 ,286 ,286 ,
1107,짭짤고소 스팸마요,314kcal,10.00g,49.00g,7.00g,314 ,314 ,314 ,
1108,스테이크 치즈 샌드위치,373kcal,17.00g,44.00g,11.00g,373 ,373 ,373 ,
1109,클래식 불고기버거,482kcal,22.00g,48.00g,23.00g,482 ,482 ,482 ,
1110,고기만두유부초밥,527kcal,23.00g,64.00g,16.00g,527 ,527 ,527 ,
1111,고소한 고구마형 과자,625kcal,27.00g,81.00g,14.00g,625 ,625 ,625 ,
1112,뻥이요,135kcal,4.70g,21.00g,2.00g,135 ,135 ,135 ,
1113,빅더블바베큐버거,729kcal,37.00g,74.00g,25.00g,729 ,729 ,729 ,
1114,홍장미베리땅콩샌드위치,382kcal,10.00g,64.00g,9.00g,382 ,382 ,382 ,
1115,씨유우유 저지방+칼슘,80kcal,2.00g,10.00g,6.00g,80 ,80 ,80 ,
1116,파르페 플러리,277kcal,9.00g,47.00g,2.00g,277 ,277 ,277 ,
1117,함박&돈까스 도시락,811kcal,31.00g,101.00g,32.00g,811 ,811 ,811 ,
1118,내슈빌핫치킨버거,581kcal,29.00g,53.00g,27.00g,581 ,581 ,581 ,
1119,미트볼칠리치즈버거,390kcal,14.00g,49.00g,17.00g,390 ,390 ,390 ,
1120,바나나커피,212kcal,6.00g,34.00g,5.50g,212 ,212 ,212 ,
1121,간장 직화불고기 삼각김밥,264kcal,4.00g,47.00g,10.00g,264 ,264 ,264 ,
1122,오늘한쪽 마늘 스프레드,208kcal,8.00g,30.00g,4.00g,208 ,208 ,208 ,
1123,고소한 치즈맛 팝콘,280kcal,13.00g,39.00g,6.00g,280 ,280 ,280 ,
1124,멘치까스버거,527kcal,31.00g,43.00g,19.00g,527 ,527 ,527 ,
1125,양념/간장 치킨반반김밥,366kcal,10.00g,59.00g,10.00g,366 ,366 ,366 ,
1126,불고기 왕가득,155kcal,2.10g,30.00g,4.00g,155 ,155 ,155 ,
1127,NEW 상하이스파이시치킨버거,481kcal,21.00g,59.00g,14.00g,481 ,481 ,481 ,
1128,까눌레 바닐라향,268kcal,2.70g,57.00g,4.00g,268 ,268 ,268 ,
1129,초코콘,400kcal,22.50g,47.50g,5.00g,400 ,400 ,400 ,
1130,김치참치 유부초밥,502kcal,14.00g,76.00g,18.00g,502 ,502 ,502 ,
1131,백종원 불오리 삼각김밥,207kcal,7.00g,31.00g,5.00g,207 ,207 ,207 ,
1132,통등심 돈까스 샌드,487kcal,27.00g,44.00g,17.00g,487 ,487 ,487 ,
1133,마늘소스 순살족발,343kcal,17.00g,8.00g,40.00g,343 ,343 ,343 ,
1134,소확행 김밥,300kcal,3.10g,56.00g,12.00g,300 ,300 ,300 ,
1135,대감댁 장자 슬라이스 족발,190kcal,5.00g,8.00g,28.00g,190 ,190 ,190 ,
1136,빽햄김치볶음,199kcal,7.00g,29.00g,5.00g,199 ,199 ,199 ,
1137,연세우유옥수수생크림빵,468kcal,20.00g,64.00g,8.00g,468 ,468 ,468 ,
1138,매운 까르보볶이,465kcal,16.00g,71.00g,9.00g,465 ,465 ,465 ,
1139,크림치즈호두단팥빵,420kcal,13.00g,65.00g,9.00g,420 ,420 ,420 ,
1140,간장찜닭한끼,580kcal,12.00g,90.00g,28.00g,580 ,580 ,580 ,
1141,우무,3kcal,0.00g,0.80g,0.10g,3 ,3 ,3 ,
1142,참치&불고기 반반김밥,343kcal,7.00g,58.00g,12.00g,343 ,343 ,343 ,
1143,촉촉한 크랜베리쿠키,335kcal,15.00g,30.00g,3.00g,335 ,335 ,335 ,
1144,달콤 통돈까스 삼각김밥,194kcal,6.00g,30.00g,5.00g,194 ,194 ,194 ,
1145,단호한햄샌드위치,309kcal,13.00g,38.00g,10.00g,309 ,309 ,309 ,
1146,고구마라떼,135kcal,4.60g,23.00g,1.00g,135 ,135 ,135 ,
1147,서울시스터즈 김치큐브닭,129kcal,2.20g,3.20g,24.50g,129 ,129 ,129 ,
1148,스키피 대만식 땅콩잼 샌드위치,423kcal,23.00g,41.00g,13.00g,423 ,423 ,423 ,
1149,불향가득 매콤불고기,268kcal,4.40g,47.00g,10.00g,268 ,268 ,268 ,
1150,불향가득 간장&매콤 직화불고기,338kcal,6.00g,60.00g,11.00g,338 ,338 ,338 ,
1151,구운마늘바게트,736kcal,32.00g,95.00g,17.00g,736 ,736 ,736 ,
1152,자이언트 마늘떡볶이,670kcal,2.40g,150.00g,13.00g,670 ,670 ,670 ,
1153,명란크랩 유부초밥,484kcal,20.00g,63.00g,13.00g,484 ,484 ,484 ,
1154,참치마요햄말이,274kcal,10.00g,38.50g,7.60g,274 ,274 ,274 ,
1155,구어메이 계란과자,150kcal,6.00g,22.00g,2.00g,150 ,150 ,150 ,
1156,보성녹돈 등심돈까스버거,451kcal,19.00g,52.00g,18.00g,451 ,451 ,451 ,
1157,백종원 불오리 유부초밥,483kcal,19.00g,56.00g,22.00g,483 ,483 ,483 ,
1158,치킨두부마요 삼각김밥,285kcal,9.00g,41.00g,10.00g,285 ,285 ,285 ,
1159,백종원 크림파스타 핫도그,544kcal,28.00g,53.00g,20.00g,544 ,544 ,544 ,
1160,치즈계란,382kcal,10.00g,59.00g,14.00g,382 ,382 ,382 ,
1161,듀록 스테이크 샌드,411kcal,15.00g,50.00g,19.00g,411 ,411 ,411 ,
1162,자이언트 치즈핫도그,410kcal,19.00g,49.00g,11.00g,410 ,410 ,410 ,
1163,토핑2배 김치제육,182kcal,2.40g,35.00g,5.00g,182 ,182 ,182 ,
1164,통밀 햄&계란,347kcal,15.00g,38.00g,15.00g,347 ,347 ,347 ,
1165,코코넛 초코링,265kcal,16.00g,29.00g,2.00g,265 ,265 ,265 ,
1166,토핑2배 전주비빔,176kcal,2.20g,35.00g,4.00g,176 ,176 ,176 ,
1167,장조림김 밥,255kcal,2.40g,49.00g,9.20g,255 ,255 ,255 ,
1168,떡갈비 빅밥바,384kcal,16.00g,46.00g,14.00g,384 ,384 ,384 ,
1169,꿀맛감자,94kcal,0.00g,21.20g,2.30g,94 ,94 ,94 ,
1170,쿠시마사 데미그라스함박,193kcal,5.00g,30.00g,7.00g,193 ,193 ,193 ,
1171,든든하지롱 숯불김밥,508kcal,12.00g,80.00g,20.00g,508 ,508 ,508 ,
1172,돼지불고기 삼각김밥,158kcal,2.00g,29.00g,6.00g,158 ,158 ,158 ,
1173,두껍다 떡갈비 김밥,418kcal,14.00g,56.00g,17.00g,418 ,418 ,418 ,
1174,간장닭볶음 삼각김밥,188kcal,3.50g,34.00g,5.00g,188 ,188 ,188 ,
1175,훈제오리 제육볶음,763kcal,23.00g,100.00g,39.00g,763 ,763 ,763 ,
1176,리챔 김치볶음밥바,270kcal,10.00g,37.00g,8.00g,270 ,270 ,270 ,
1177,가쓰오 올린 계란말이,120kcal,7.00g,8.00g,8.00g,120 ,120 ,120 ,
1178,요일도시락 깐풍치킨,726kcal,26.00g,98.00g,25.00g,726 ,726 ,726 ,
1179,통통새우 샌드위치,449kcal,25.00g,47.00g,9.00g,449 ,449 ,449 ,
1180,햄구이김치볶음밥,195kcal,7.00g,29.00g,5.00g,195 ,195 ,195 ,
1181,유산슬 비빔면,355kcal,3.40g,69.00g,12.00g,355 ,355 ,355 ,
1182,프로틴 칩,245kcal,11.00g,26.00g,11.00g,245 ,245 ,245 ,
1183,통 고기산적,209kcal,4.50g,36.00g,6.00g,209 ,209 ,209 ,
1184,의성마늘떡갈비정식,686kcal,22.00g,94.00g,28.00g,686 ,686 ,686 ,
1185,롱롱 불고기버거,454kcal,14.00g,64.00g,18.00g,454 ,454 ,454 ,
1186,넵! 고로케 하겠습니다!,477kcal,22.00g,51.00g,19.00g,477 ,477 ,477 ,
1187,쫀득 멜론 롤케익,157kcal,9.00g,17.00g,2.00g,157 ,157 ,157 ,
